"","X","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mnth2","weekday2","hr2"
"9064",8947,8947,"1/13/12",1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,15,123,138,"January","Friday","3 PM"
"9065",8948,8948,"1/13/12",1,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,18,215,233,"January","Friday","4 PM"
"9066",8949,8949,"1/13/12",1,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,15,317,332,"January","Friday","5 PM"
"9067",8950,8950,"1/13/12",1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,7,294,301,"January","Friday","6 PM"
"9068",8951,8951,"1/13/12",1,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,7,199,206,"January","Friday","7 PM"
"9069",8952,8952,"1/13/12",1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,6,130,136,"January","Friday","8 PM"
"9070",8953,8953,"1/13/12",1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,7,95,102,"January","Friday","9 PM"
"9071",8954,8954,"1/13/12",1,1,1,22,0,5,1,1,0.2,0.1818,0.47,0.3284,7,58,65,"January","Friday","10 PM"
"9072",8955,8955,"1/13/12",1,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,5,60,65,"January","Friday","11 PM"
"9073",8956,8956,"1/14/12",1,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045,2,42,44,"January","Saturday","12 AM"
"9074",8957,8957,"1/14/12",1,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,6,44,50,"January","Saturday","1 AM"
"9075",8958,8958,"1/14/12",1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,6,32,38,"January","Saturday","2 AM"
"9076",8959,8959,"1/14/12",1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,6,14,20,"January","Saturday","3 AM"
"9077",8960,8960,"1/14/12",1,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,0,3,3,"January","Saturday","4 AM"
"9078",8961,8961,"1/14/12",1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4,4,"January","Saturday","5 AM"
"9079",8962,8962,"1/14/12",1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0,0,5,5,"January","Saturday","6 AM"
"9080",8963,8963,"1/14/12",1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24,24,"January","Saturday","7 AM"
"9081",8964,8964,"1/14/12",1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89,92,"January","Saturday","8 AM"
"9082",8965,8965,"1/14/12",1,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,3,78,81,"January","Saturday","9 AM"
"9083",8966,8966,"1/14/12",1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0,14,135,149,"January","Saturday","10 AM"
"9084",8967,8967,"1/14/12",1,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,28,150,178,"January","Saturday","11 AM"
"9085",8968,8968,"1/14/12",1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189,219,"January","Saturday","12 PM"
"9086",8969,8969,"1/14/12",1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220,"January","Saturday","1 PM"
"9087",8970,8970,"1/14/12",1,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,52,179,231,"January","Saturday","2 PM"
"9088",8971,8971,"1/14/12",1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,49,177,226,"January","Saturday","3 PM"
"9089",8972,8972,"1/14/12",1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206,"January","Saturday","4 PM"
"9090",8973,8973,"1/14/12",1,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,15,129,144,"January","Saturday","5 PM"
"9091",8974,8974,"1/14/12",1,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,21,122,143,"January","Saturday","6 PM"
"9092",8975,8975,"1/14/12",1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,12,90,102,"January","Saturday","7 PM"
"9093",8976,8976,"1/14/12",1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,8,95,103,"January","Saturday","8 PM"
"9094",8977,8977,"1/14/12",1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,3,66,69,"January","Saturday","9 PM"
"9095",8978,8978,"1/14/12",1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66,"January","Saturday","10 PM"
"9096",8979,8979,"1/14/12",1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,5,71,76,"January","Saturday","11 PM"
"9097",8980,8980,"1/15/12",1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50,59,"January","Sunday","12 AM"
"9098",8981,8981,"1/15/12",1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,2,40,42,"January","Sunday","1 AM"
"9099",8982,8982,"1/15/12",1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38,43,"January","Sunday","2 AM"
"9100",8983,8983,"1/15/12",1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24,25,"January","Sunday","3 AM"
"9101",8984,8984,"1/15/12",1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6,"January","Sunday","4 AM"
"9102",8985,8985,"1/15/12",1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,0,5,5,"January","Sunday","5 AM"
"9103",8986,8986,"1/15/12",1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,1,7,8,"January","Sunday","6 AM"
"9104",8987,8987,"1/15/12",1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,3,14,17,"January","Sunday","7 AM"
"9105",8988,8988,"1/15/12",1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,2,34,36,"January","Sunday","8 AM"
"9106",8989,8989,"1/15/12",1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,10,80,90,"January","Sunday","9 AM"
"9107",8990,8990,"1/15/12",1,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,11,115,126,"January","Sunday","10 AM"
"9108",8991,8991,"1/15/12",1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,21,144,165,"January","Sunday","11 AM"
"9109",8992,8992,"1/15/12",1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,42,192,234,"January","Sunday","12 PM"
"9110",8993,8993,"1/15/12",1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,40,184,224,"January","Sunday","1 PM"
"9111",8994,8994,"1/15/12",1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,25,163,188,"January","Sunday","2 PM"
"9112",8995,8995,"1/15/12",1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,33,173,206,"January","Sunday","3 PM"
"9113",8996,8996,"1/15/12",1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174,205,"January","Sunday","4 PM"
"9114",8997,8997,"1/15/12",1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131,146,"January","Sunday","5 PM"
"9115",8998,8998,"1/15/12",1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,7,113,120,"January","Sunday","6 PM"
"9116",8999,8999,"1/15/12",1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,9,101,110,"January","Sunday","7 PM"
"9117",9000,9000,"1/15/12",1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,10,85,95,"January","Sunday","8 PM"
"9118",9001,9001,"1/15/12",1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,1,71,72,"January","Sunday","9 PM"
"9119",9002,9002,"1/15/12",1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,2,58,60,"January","Sunday","10 PM"
"9120",9003,9003,"1/15/12",1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,3,26,29,"January","Sunday","11 PM"
"9121",9004,9004,"1/16/12",1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,2,23,25,"January","Monday","12 AM"
"9122",9005,9005,"1/16/12",1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,2,18,20,"January","Monday","1 AM"
"9123",9006,9006,"1/16/12",1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0,3,14,17,"January","Monday","2 AM"
"9124",9007,9007,"1/16/12",1,1,1,3,1,1,0,1,0.12,0.197,0.5,0,0,3,3,"January","Monday","3 AM"
"9125",9008,9008,"1/16/12",1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,2,6,8,"January","Monday","4 AM"
"9126",9009,9009,"1/16/12",1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5,6,"January","Monday","5 AM"
"9127",9010,9010,"1/16/12",1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0,13,13,"January","Monday","6 AM"
"9128",9011,9011,"1/16/12",1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,5,28,33,"January","Monday","7 AM"
"9129",9012,9012,"1/16/12",1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,3,75,78,"January","Monday","8 AM"
"9130",9013,9013,"1/16/12",1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,7,89,96,"January","Monday","9 AM"
"9131",9014,9014,"1/16/12",1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,19,107,126,"January","Monday","10 AM"
"9132",9015,9015,"1/16/12",1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,21,158,179,"January","Monday","11 AM"
"9133",9016,9016,"1/16/12",1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,20,165,185,"January","Monday","12 PM"
"9134",9017,9017,"1/16/12",1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,26,202,228,"January","Monday","1 PM"
"9135",9018,9018,"1/16/12",1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,23,158,181,"January","Monday","2 PM"
"9136",9019,9019,"1/16/12",1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,17,175,192,"January","Monday","3 PM"
"9137",9020,9020,"1/16/12",1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,22,158,180,"January","Monday","4 PM"
"9138",9021,9021,"1/16/12",1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,19,174,193,"January","Monday","5 PM"
"9139",9022,9022,"1/16/12",1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181,"January","Monday","6 PM"
"9140",9023,9023,"1/16/12",1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134,144,"January","Monday","7 PM"
"9141",9024,9024,"1/16/12",1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90,"January","Monday","8 PM"
"9142",9025,9025,"1/16/12",1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46,49,"January","Monday","9 PM"
"9143",9026,9026,"1/16/12",1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39,43,"January","Monday","10 PM"
"9144",9027,9027,"1/16/12",1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28,"January","Monday","11 PM"
"9145",9028,9028,"1/17/12",1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12,12,"January","Tuesday","12 AM"
"9146",9029,9029,"1/17/12",1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0,2,2,"January","Tuesday","1 AM"
"9147",9030,9030,"1/17/12",1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12,12,"January","Tuesday","2 AM"
"9148",17497,9030.5,"1/17/12",1,1,1,3,0,2,1,NA,NA,NA,NA,NA,0,0,0,"January","Tuesday","3 AM"
"9149",9031,9031,"1/17/12",1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,0,2,2,"January","Tuesday","4 AM"
"9150",9032,9032,"1/17/12",1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,0,13,13,"January","Tuesday","5 AM"
"9151",9033,9033,"1/17/12",1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0,57,57,"January","Tuesday","6 AM"
"9152",9034,9034,"1/17/12",1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,5,121,126,"January","Tuesday","7 AM"
"9153",9035,9035,"1/17/12",1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,3,90,93,"January","Tuesday","8 AM"
"9154",9036,9036,"1/17/12",1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,7,61,68,"January","Tuesday","9 AM"
"9155",9037,9037,"1/17/12",1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61,62,"January","Tuesday","10 AM"
"9156",9038,9038,"1/17/12",1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,2,73,75,"January","Tuesday","11 AM"
"9157",9039,9039,"1/17/12",1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,3,83,86,"January","Tuesday","12 PM"
"9158",9040,9040,"1/17/12",1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,8,95,103,"January","Tuesday","1 PM"
"9159",9041,9041,"1/17/12",1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120,132,"January","Tuesday","2 PM"
"9160",9042,9042,"1/17/12",1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,6,123,129,"January","Tuesday","3 PM"
"9161",9043,9043,"1/17/12",1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,14,205,219,"January","Tuesday","4 PM"
"9162",9044,9044,"1/17/12",1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,20,442,462,"January","Tuesday","5 PM"
"9163",9045,9045,"1/17/12",1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,12,451,463,"January","Tuesday","6 PM"
"9164",9046,9046,"1/17/12",1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,11,297,308,"January","Tuesday","7 PM"
"9165",9047,9047,"1/17/12",1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,11,169,180,"January","Tuesday","8 PM"
"9166",9048,9048,"1/17/12",1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,6,174,180,"January","Tuesday","9 PM"
"9167",9049,9049,"1/17/12",1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,5,85,90,"January","Tuesday","10 PM"
"9168",9050,9050,"1/17/12",1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,1,60,61,"January","Tuesday","11 PM"
"9169",9051,9051,"1/18/12",1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,3,14,17,"January","Wednesday","12 AM"
"9170",9052,9052,"1/18/12",1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0,10,10,"January","Wednesday","1 AM"
"9171",9053,9053,"1/18/12",1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1,2,"January","Wednesday","2 AM"
"9172",9054,9054,"1/18/12",1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3,4,"January","Wednesday","3 AM"
"9173",9055,9055,"1/18/12",1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,0,1,1,"January","Wednesday","4 AM"
"9174",9056,9056,"1/18/12",1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0,29,29,"January","Wednesday","5 AM"
"9175",9057,9057,"1/18/12",1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88,88,"January","Wednesday","6 AM"
"9176",9058,9058,"1/18/12",1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262,263,"January","Wednesday","7 AM"
"9177",9059,9059,"1/18/12",1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,15,474,489,"January","Wednesday","8 AM"
"9178",9060,9060,"1/18/12",1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,6,196,202,"January","Wednesday","9 AM"
"9179",9061,9061,"1/18/12",1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88,93,"January","Wednesday","10 AM"
"9180",9062,9062,"1/18/12",1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,4,110,114,"January","Wednesday","11 AM"
"9181",9063,9063,"1/18/12",1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161,"January","Wednesday","12 PM"
"9182",9064,9064,"1/18/12",1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,6,124,130,"January","Wednesday","1 PM"
"9183",9065,9065,"1/18/12",1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98,105,"January","Wednesday","2 PM"
"9184",9066,9066,"1/18/12",1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130,"January","Wednesday","3 PM"
"9185",9067,9067,"1/18/12",1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163,176,"January","Wednesday","4 PM"
"9186",9068,9068,"1/18/12",1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,8,338,346,"January","Wednesday","5 PM"
"9187",9069,9069,"1/18/12",1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347,355,"January","Wednesday","6 PM"
"9188",9070,9070,"1/18/12",1,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,5,251,256,"January","Wednesday","7 PM"
"9189",9071,9071,"1/18/12",1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,1,164,165,"January","Wednesday","8 PM"
"9190",9072,9072,"1/18/12",1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,5,119,124,"January","Wednesday","9 PM"
"9191",9073,9073,"1/18/12",1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,4,74,78,"January","Wednesday","10 PM"
"9192",9074,9074,"1/18/12",1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38,"January","Wednesday","11 PM"
"9193",9075,9075,"1/19/12",1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,0,16,16,"January","Thursday","12 AM"
"9194",9076,9076,"1/19/12",1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,0,5,5,"January","Thursday","1 AM"
"9195",9077,9077,"1/19/12",1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,0,3,3,"January","Thursday","2 AM"
"9196",9078,9078,"1/19/12",1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4,4,"January","Thursday","3 AM"
"9197",9079,9079,"1/19/12",1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,0,1,1,"January","Thursday","4 AM"
"9198",9080,9080,"1/19/12",1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,0,19,19,"January","Thursday","5 AM"
"9199",9081,9081,"1/19/12",1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,0,86,86,"January","Thursday","6 AM"
"9200",9082,9082,"1/19/12",1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,2,204,206,"January","Thursday","7 AM"
"9201",9083,9083,"1/19/12",1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,9,414,423,"January","Thursday","8 AM"
"9202",9084,9084,"1/19/12",1,1,1,9,0,4,1,1,0.12,0.197,0.54,0,6,204,210,"January","Thursday","9 AM"
"9203",9085,9085,"1/19/12",1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,10,98,108,"January","Thursday","10 AM"
"9204",9086,9086,"1/19/12",1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99,"January","Thursday","11 AM"
"9205",9087,9087,"1/19/12",1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,5,106,111,"January","Thursday","12 PM"
"9206",9088,9088,"1/19/12",1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118,124,"January","Thursday","1 PM"
"9207",9089,9089,"1/19/12",1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,15,104,119,"January","Thursday","2 PM"
"9208",9090,9090,"1/19/12",1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127,"January","Thursday","3 PM"
"9209",9091,9091,"1/19/12",1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,8,185,193,"January","Thursday","4 PM"
"9210",9092,9092,"1/19/12",1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,21,364,385,"January","Thursday","5 PM"
"9211",9093,9093,"1/19/12",1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,16,345,361,"January","Thursday","6 PM"
"9212",9094,9094,"1/19/12",1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,5,229,234,"January","Thursday","7 PM"
"9213",9095,9095,"1/19/12",1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,7,184,191,"January","Thursday","8 PM"
"9214",9096,9096,"1/19/12",1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117,121,"January","Thursday","9 PM"
"9215",9097,9097,"1/19/12",1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90,90,"January","Thursday","10 PM"
"9216",9098,9098,"1/19/12",1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55,56,"January","Thursday","11 PM"
"9217",9099,9099,"1/20/12",1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27,"January","Friday","12 AM"
"9218",9100,9100,"1/20/12",1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15,15,"January","Friday","1 AM"
"9219",9101,9101,"1/20/12",1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11,11,"January","Friday","2 AM"
"9220",9102,9102,"1/20/12",1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4,4,"January","Friday","3 AM"
"9221",9103,9103,"1/20/12",1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3,3,"January","Friday","4 AM"
"9222",9104,9104,"1/20/12",1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,0,19,19,"January","Friday","5 AM"
"9223",9105,9105,"1/20/12",1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68,68,"January","Friday","6 AM"
"9224",9106,9106,"1/20/12",1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,2,183,185,"January","Friday","7 AM"
"9225",9107,9107,"1/20/12",1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,4,421,425,"January","Friday","8 AM"
"9226",9108,9108,"1/20/12",1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,21,242,263,"January","Friday","9 AM"
"9227",9109,9109,"1/20/12",1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96,97,"January","Friday","10 AM"
"9228",9110,9110,"1/20/12",1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,6,117,123,"January","Friday","11 AM"
"9229",9111,9111,"1/20/12",1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,5,119,124,"January","Friday","12 PM"
"9230",9112,9112,"1/20/12",1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156,"January","Friday","1 PM"
"9231",9113,9113,"1/20/12",1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,8,107,115,"January","Friday","2 PM"
"9232",9114,9114,"1/20/12",1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,12,144,156,"January","Friday","3 PM"
"9233",9115,9115,"1/20/12",1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174,"January","Friday","4 PM"
"9234",9116,9116,"1/20/12",1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,9,340,349,"January","Friday","5 PM"
"9235",9117,9117,"1/20/12",1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,5,296,301,"January","Friday","6 PM"
"9236",9118,9118,"1/20/12",1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186,192,"January","Friday","7 PM"
"9237",9119,9119,"1/20/12",1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,1,141,142,"January","Friday","8 PM"
"9238",9120,9120,"1/20/12",1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,5,99,104,"January","Friday","9 PM"
"9239",9121,9121,"1/20/12",1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,1,71,72,"January","Friday","10 PM"
"9240",9122,9122,"1/20/12",1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,3,35,38,"January","Friday","11 PM"
"9241",9123,9123,"1/21/12",1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24,24,"January","Saturday","12 AM"
"9242",9124,9124,"1/21/12",1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,1,22,23,"January","Saturday","1 AM"
"9243",9125,9125,"1/21/12",1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0,1,25,26,"January","Saturday","2 AM"
"9244",9126,9126,"1/21/12",1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13,"January","Saturday","3 AM"
"9245",9127,9127,"1/21/12",1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,0,1,1,"January","Saturday","4 AM"
"9246",9128,9128,"1/21/12",1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,0,2,2,"January","Saturday","5 AM"
"9247",9129,9129,"1/21/12",1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,0,1,1,"January","Saturday","6 AM"
"9248",9130,9130,"1/21/12",1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10,13,"January","Saturday","7 AM"
"9249",9131,9131,"1/21/12",1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22,25,"January","Saturday","8 AM"
"9250",9132,9132,"1/21/12",1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,2,40,42,"January","Saturday","9 AM"
"9251",9133,9133,"1/21/12",1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,0,45,45,"January","Saturday","10 AM"
"9252",9134,9134,"1/21/12",1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,1,62,63,"January","Saturday","11 AM"
"9253",9135,9135,"1/21/12",1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,5,62,67,"January","Saturday","12 PM"
"9254",9136,9136,"1/21/12",1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,10,66,76,"January","Saturday","1 PM"
"9255",9137,9137,"1/21/12",1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,6,89,95,"January","Saturday","2 PM"
"9256",9138,9138,"1/21/12",1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,6,113,119,"January","Saturday","3 PM"
"9257",9139,9139,"1/21/12",1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,5,113,118,"January","Saturday","4 PM"
"9258",9140,9140,"1/21/12",1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,7,99,106,"January","Saturday","5 PM"
"9259",9141,9141,"1/21/12",1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,3,107,110,"January","Saturday","6 PM"
